image_name,HR,SBP,DBP,MAP,SPO2,RR,HR_W,RR_W,SPO2_W
prashant_icu_mon--16_2022_11_26_22_16_55.jpeg,"[0.81796875, 0.1638888888888889, 0.2296875, 0.18333333333333332]",,,,"[0.86796875, 0.4847222222222222, 0.1578125, 0.1638888888888889]","[0.85390625, 0.8701388888888889, 0.153125, 0.15694444444444444]","[0.329296875, 0.26805555555555555, 0.63046875, 0.125]","[0.33671875, 0.6756944444444445, 0.5625, 0.10972222222222222]","[0.33359375, 0.49444444444444446, 0.596875, 0.16666666666666666]"
prashant_icu_mon--16_2022_12_6_4_17_34.jpeg,"[0.85, 0.1597222222222222, 0.1671875, 0.1638888888888889]",,,,,"[0.8671875, 0.8694444444444445, 0.1578125, 0.15833333333333333]","[0.328125, 0.27847222222222223, 0.6046875, 0.11805555555555555]","[0.341015625, 0.6805555555555556, 0.65703125, 0.15833333333333333]",
prashant_icu_mon--16_2022_11_29_13_17_35.jpeg,"[0.83203125, 0.16180555555555556, 0.165625, 0.16805555555555557]",,,,"[0.86015625, 0.4930555555555556, 0.165625, 0.16666666666666666]","[0.85, 0.88125, 0.1625, 0.17916666666666667]","[0.324609375, 0.2847222222222222, 0.64609375, 0.125]","[0.32734375, 0.7006944444444444, 0.6515625, 0.1375]","[0.32265625, 0.5347222222222222, 0.6453125, 0.175]"
prashant_icu_mon--1_2022_12_7_1_15_2.jpeg,"[0.848046875, 0.16319444444444445, 0.18203125, 0.16805555555555557]","[0.167578125, 0.9298611111111111, 0.14765625, 0.10138888888888889]","[0.328515625, 0.9208333333333333, 0.10078125, 0.1]","[0.5703125, 0.90625, 0.0734375, 0.0763888888888889]",,"[0.890234375, 0.8736111111111111, 0.17265625, 0.16944444444444445]","[0.3328125, 0.28055555555555556, 0.6640625, 0.15555555555555556]","[0.3375, 0.6736111111111112, 0.6734375, 0.10833333333333334]",
prashant_icu_mon--1_2022_12_6_22_15_2.jpeg,"[0.80546875, 0.17847222222222223, 0.2484375, 0.18472222222222223]","[0.148828125, 0.9118055555555555, 0.14609375, 0.10416666666666667]","[0.315625, 0.9138888888888889, 0.1125, 0.10833333333333334]","[0.547265625, 0.8916666666666667, 0.06953125, 0.08055555555555556]","[0.859375, 0.48055555555555557, 0.18125, 0.17222222222222222]","[0.856640625, 0.86875, 0.17109375, 0.1597222222222222]","[0.320703125, 0.2972222222222222, 0.64140625, 0.09722222222222222]","[0.325, 0.6770833333333334, 0.646875, 0.10972222222222222]","[0.323046875, 0.5090277777777777, 0.64609375, 0.0875]"
prashant_icu_mon--1_2022_12_7_3_15_2.jpeg,"[0.853515625, 0.16041666666666668, 0.17890625, 0.1736111111111111]","[0.175390625, 0.9131944444444444, 0.14296875, 0.10694444444444444]","[0.333984375, 0.9041666666666667, 0.10078125, 0.10277777777777777]","[0.58046875, 0.8923611111111112, 0.1078125, 0.0763888888888889]",,"[0.896875, 0.8604166666666667, 0.1703125, 0.16805555555555557]","[0.3359375, 0.26180555555555557, 0.6703125, 0.16805555555555557]","[0.342578125, 0.6694444444444444, 0.67578125, 0.09444444444444444]",
prashant_icu_mon--16_2022_12_5_15_17_4.jpeg,"[0.825, 0.15833333333333333, 0.171875, 0.18333333333333332]",,,,,"[0.840625, 0.8888888888888888, 0.165625, 0.18333333333333332]","[0.321875, 0.27152777777777776, 0.6328125, 0.15416666666666667]","[0.316015625, 0.675, 0.62734375, 0.19444444444444445]",
prashant_icu_mon--1_2022_11_29_6_15_1.jpeg,"[0.801171875, 0.14930555555555555, 0.24140625, 0.1625]","[0.146484375, 0.8222222222222222, 0.12421875, 0.10555555555555556]","[0.323828125, 0.8326388888888889, 0.13046875, 0.0875]","[0.51953125, 0.8291666666666667, 0.1, 0.075]",,"[0.81796875, 0.8125, 0.1515625, 0.15555555555555556]","[0.32265625, 0.25625, 0.5765625, 0.10694444444444444]","[0.33046875, 0.5958333333333333, 0.5515625, 0.07777777777777778]","[0.3328125, 0.4375, 0.571875, 0.07777777777777778]"
prashant_icu_mon--16_2022_12_5_6_17_3.jpeg,"[0.853125, 0.1597222222222222, 0.1625, 0.16944444444444445]",,,,,"[0.866015625, 0.8743055555555556, 0.15703125, 0.18472222222222223]","[0.3375, 0.2861111111111111, 0.6296875, 0.11666666666666667]","[0.3515625, 0.6715277777777777, 0.6296875, 0.2013888888888889]","[0.366796875, 0.48680555555555555, 0.56640625, 0.05138888888888889]"
prashant_icu_mon--16_2022_11_27_4_16_56.jpeg,"[0.841015625, 0.16875, 0.23984375, 0.1875]",,,,,"[0.851953125, 0.8979166666666667, 0.15703125, 0.16805555555555557]","[0.337109375, 0.2743055555555556, 0.63203125, 0.14027777777777778]","[0.35625, 0.6715277777777777, 0.5765625, 0.13472222222222222]","[0.335546875, 0.4875, 0.61171875, 0.058333333333333334]"
prashant_icu_mon--16_2022_11_27_7_16_58.jpeg,"[0.81953125, 0.16875, 0.2390625, 0.1736111111111111]",,,,,"[0.839453125, 0.8944444444444445, 0.15859375, 0.15833333333333333]","[0.320703125, 0.27291666666666664, 0.62578125, 0.10694444444444444]","[0.3421875, 0.7006944444444444, 0.578125, 0.1486111111111111]",
prashant_icu_mon--1_2022_12_5_20_15_2.jpeg,"[0.846875, 0.17708333333333334, 0.1734375, 0.16805555555555557]","[0.1640625, 0.9118055555555555, 0.1375, 0.09027777777777778]","[0.316796875, 0.9111111111111111, 0.09140625, 0.10277777777777777]","[0.56484375, 0.8951388888888889, 0.1046875, 0.0763888888888889]","[0.864453125, 0.49166666666666664, 0.24765625, 0.15833333333333333]","[0.879296875, 0.8673611111111111, 0.16640625, 0.1736111111111111]","[0.322265625, 0.2881944444444444, 0.63046875, 0.12083333333333333]","[0.331640625, 0.6722222222222223, 0.61328125, 0.11666666666666667]","[0.323828125, 0.5083333333333333, 0.63828125, 0.11944444444444445]"
prashant_icu_mon--16_2022_11_26_14_16_33.jpeg,"[0.81171875, 0.15902777777777777, 0.240625, 0.1625]",,,,"[0.854296875, 0.48055555555555557, 0.16640625, 0.1638888888888889]","[0.8328125, 0.8673611111111111, 0.140625, 0.16527777777777777]","[0.311328125, 0.2638888888888889, 0.61640625, 0.1361111111111111]","[0.32421875, 0.6604166666666667, 0.6234375, 0.19305555555555556]","[0.31875, 0.5020833333333333, 0.621875, 0.09861111111111111]"
prashant_icu_mon--1_2022_11_27_13_15_2.jpeg,"[0.813671875, 0.22013888888888888, 0.16484375, 0.15694444444444444]","[0.15859375, 0.8215277777777777, 0.125, 0.09861111111111111]","[0.305859375, 0.8305555555555556, 0.09296875, 0.1111111111111111]","[0.529296875, 0.8493055555555555, 0.06953125, 0.0875]","[0.83828125, 0.5090277777777777, 0.1578125, 0.16527777777777777]","[0.83125, 0.8611111111111112, 0.1625, 0.1527777777777778]","[0.32734375, 0.3013888888888889, 0.5953125, 0.19722222222222222]","[0.3203125, 0.6208333333333333, 0.59375, 0.08055555555555556]","[0.332421875, 0.46111111111111114, 0.60078125, 0.10555555555555556]"
prashant_icu_mon--16_2022_12_4_19_16_50.jpeg,"[0.850390625, 0.15833333333333333, 0.16015625, 0.16666666666666666]",,,,"[0.875390625, 0.4777777777777778, 0.16015625, 0.16944444444444445]","[0.8609375, 0.8722222222222222, 0.1625, 0.16666666666666666]","[0.328515625, 0.2743055555555556, 0.62890625, 0.12083333333333333]","[0.347265625, 0.6756944444444445, 0.63046875, 0.13194444444444445]","[0.332421875, 0.5041666666666667, 0.63203125, 0.16111111111111112]"
prashant_icu_mon--1_2022_11_26_23_15_1.jpeg,"[0.801171875, 0.20902777777777778, 0.22890625, 0.16527777777777777]","[0.15546875, 0.8201388888888889, 0.125, 0.10416666666666667]","[0.303515625, 0.8340277777777778, 0.08515625, 0.09861111111111111]","[0.528125, 0.8506944444444444, 0.0671875, 0.07916666666666666]","[0.820703125, 0.4986111111111111, 0.23828125, 0.1638888888888889]","[0.8203125, 0.8631944444444445, 0.1625, 0.1486111111111111]","[0.32890625, 0.2791666666666667, 0.5890625, 0.14166666666666666]","[0.3265625, 0.6159722222222223, 0.5875, 0.14305555555555555]","[0.328515625, 0.45625, 0.57734375, 0.07916666666666666]"
prashant_icu_mon--16_2022_11_26_23_16_58.jpeg,"[0.832421875, 0.1625, 0.23828125, 0.17222222222222222]","[0.148046875, 0.9423611111111111, 0.10078125, 0.09861111111111111]","[0.2890625, 0.9381944444444444, 0.0984375, 0.10138888888888889]","[0.535546875, 0.9263888888888889, 0.06953125, 0.08888888888888889]",,"[0.84296875, 0.9013888888888889, 0.1609375, 0.17222222222222222]","[0.32734375, 0.2708333333333333, 0.6328125, 0.10833333333333334]","[0.3359375, 0.6979166666666666, 0.596875, 0.14027777777777778]",
prashant_icu_mon--16_2022_12_5_22_17_33.jpeg,"[0.8359375, 0.15625, 0.2484375, 0.16527777777777777]",,,,,"[0.867578125, 0.8659722222222223, 0.16953125, 0.1736111111111111]","[0.3328125, 0.09513888888888888, 0.6640625, 0.1125]","[0.334375, 0.6659722222222222, 0.6625, 0.18472222222222223]",
prashant_icu_mon--1_2022_11_27_21_15_2.jpeg,"[0.810546875, 0.16875, 0.16484375, 0.15416666666666667]","[0.171484375, 0.825, 0.13203125, 0.10555555555555556]","[0.316796875, 0.8326388888888889, 0.08671875, 0.10416666666666667]","[0.537109375, 0.83125, 0.06484375, 0.08194444444444444]","[0.83203125, 0.4666666666666667, 0.1609375, 0.15833333333333333]","[0.825390625, 0.8208333333333333, 0.16171875, 0.15833333333333333]","[0.3359375, 0.26319444444444445, 0.6, 0.09861111111111111]","[0.337890625, 0.61875, 0.60078125, 0.12638888888888888]","[0.3390625, 0.47430555555555554, 0.6, 0.10972222222222222]"
prashant_icu_mon--1_2022_12_8_2_15_1.jpeg,"[0.805078125, 0.16180555555555556, 0.25234375, 0.16805555555555557]","[0.1640625, 0.9166666666666666, 0.1421875, 0.10277777777777777]","[0.31328125, 0.9118055555555555, 0.0921875, 0.10138888888888889]","[0.551171875, 0.9020833333333333, 0.06953125, 0.08194444444444444]",,"[0.859765625, 0.8694444444444445, 0.16796875, 0.175]","[0.321484375, 0.27569444444444446, 0.64140625, 0.1375]","[0.33046875, 0.6694444444444444, 0.646875, 0.18611111111111112]",
prashant_icu_mon--16_2022_12_6_23_17_10.jpeg,"[0.857421875, 0.16180555555555556, 0.17421875, 0.16527777777777777]",,,,"[0.88515625, 0.4798611111111111, 0.1671875, 0.1597222222222222]","[0.86796875, 0.8659722222222223, 0.16875, 0.17083333333333334]","[0.335546875, 0.2875, 0.66953125, 0.11388888888888889]","[0.33515625, 0.6854166666666667, 0.6703125, 0.14305555555555555]","[0.33515625, 0.5013888888888889, 0.6671875, 0.1527777777777778]"
prashant_icu_mon--1_2022_11_27_4_15_1.jpeg,"[0.78515625, 0.20069444444444445, 0.2390625, 0.1875]","[0.177734375, 0.8180555555555555, 0.08203125, 0.1]","[0.309765625, 0.8256944444444444, 0.08984375, 0.09861111111111111]","[0.532421875, 0.8361111111111111, 0.07265625, 0.06944444444444445]","[0.838671875, 0.48333333333333334, 0.16640625, 0.18611111111111112]","[0.820703125, 0.8388888888888889, 0.17421875, 0.16944444444444445]","[0.3078125, 0.2861111111111111, 0.571875, 0.16944444444444445]","[0.323828125, 0.6069444444444444, 0.59921875, 0.10555555555555556]","[0.310546875, 0.4486111111111111, 0.56328125, 0.11944444444444445]"
prashant_icu_mon--1_2022_12_8_14_15_2.jpeg,"[0.81953125, 0.1527777777777778, 0.1796875, 0.18055555555555555]","[0.155078125, 0.9055555555555556, 0.13828125, 0.12222222222222222]","[0.31015625, 0.9013888888888889, 0.096875, 0.12777777777777777]","[0.541796875, 0.8951388888888889, 0.06796875, 0.0763888888888889]","[0.855078125, 0.48055555555555557, 0.18671875, 0.175]","[0.8515625, 0.8618055555555556, 0.1796875, 0.18194444444444444]","[0.318359375, 0.2951388888888889, 0.61015625, 0.11805555555555555]","[0.299609375, 0.6673611111111111, 0.55234375, 0.0875]","[0.32734375, 0.49027777777777776, 0.6046875, 0.14166666666666666]"
prashant_icu_mon--1_2022_11_29_4_15_1.jpeg,"[0.818359375, 0.14166666666666666, 0.16015625, 0.1527777777777778]","[0.134765625, 0.8326388888888889, 0.12734375, 0.10138888888888889]","[0.306640625, 0.83125, 0.13046875, 0.09861111111111111]","[0.50625, 0.8277777777777777, 0.0984375, 0.075]","[0.83125, 0.44722222222222224, 0.159375, 0.15555555555555556]","[0.806640625, 0.8138888888888889, 0.14921875, 0.16111111111111112]","[0.326171875, 0.2361111111111111, 0.57421875, 0.09444444444444444]","[0.31328125, 0.5993055555555555, 0.553125, 0.09305555555555556]","[0.325, 0.46458333333333335, 0.553125, 0.1375]"
prashant_icu_mon--1_2022_11_27_14_15_2.jpeg,"[0.765234375, 0.19652777777777777, 0.22421875, 0.17083333333333334]","[0.15390625, 0.8243055555555555, 0.128125, 0.10694444444444444]","[0.291796875, 0.8347222222222223, 0.08359375, 0.10833333333333334]","[0.5015625, 0.85, 0.0625, 0.08333333333333333]","[0.7984375, 0.49583333333333335, 0.1484375, 0.15555555555555556]","[0.779296875, 0.8590277777777777, 0.14921875, 0.1597222222222222]","[0.32265625, 0.2875, 0.540625, 0.13055555555555556]","[0.316015625, 0.6173611111111111, 0.51640625, 0.11527777777777778]","[0.306640625, 0.46875, 0.52109375, 0.15138888888888888]"
prashant_icu_mon--1_2022_11_28_23_15_1.jpeg,"[0.808203125, 0.15694444444444444, 0.24609375, 0.16944444444444445]","[0.140625, 0.8243055555555555, 0.1328125, 0.10138888888888889]","[0.311328125, 0.8340277777777778, 0.13515625, 0.09861111111111111]","[0.51015625, 0.8270833333333333, 0.0859375, 0.0763888888888889]","[0.81171875, 0.4576388888888889, 0.234375, 0.16527777777777777]","[0.801953125, 0.8208333333333333, 0.13984375, 0.15]","[0.35703125, 0.26944444444444443, 0.5546875, 0.11388888888888889]","[0.349609375, 0.5909722222222222, 0.52578125, 0.17083333333333334]","[0.34296875, 0.42430555555555555, 0.5484375, 0.12638888888888888]"
prashant_icu_mon--1_2022_11_29_2_15_1.jpeg,"[0.828515625, 0.15, 0.15703125, 0.16944444444444445]","[0.142578125, 0.8305555555555556, 0.13203125, 0.10555555555555556]","[0.29296875, 0.8388888888888889, 0.0890625, 0.1111111111111111]","[0.5203125, 0.8395833333333333, 0.065625, 0.08194444444444444]","[0.83984375, 0.45902777777777776, 0.165625, 0.15694444444444444]","[0.82109375, 0.8284722222222223, 0.1609375, 0.15694444444444444]","[0.341015625, 0.25555555555555554, 0.59765625, 0.10555555555555556]","[0.3203125, 0.6027777777777777, 0.5609375, 0.1111111111111111]","[0.32734375, 0.44375, 0.609375, 0.07361111111111111]"
prashant_icu_mon--16_2022_11_27_6_17_0.jpeg,"[0.834375, 0.1673611111111111, 0.2421875, 0.1763888888888889]",,,,,"[0.846875, 0.8923611111111112, 0.153125, 0.16805555555555557]","[0.3265625, 0.28680555555555554, 0.640625, 0.11527777777777778]","[0.345703125, 0.6840277777777778, 0.59296875, 0.10138888888888889]",
prashant_icu_mon--16_2022_12_4_20_16_53.jpeg,"[0.860546875, 0.15555555555555556, 0.15703125, 0.1638888888888889]",,,,"[0.884765625, 0.47847222222222224, 0.16015625, 0.16805555555555557]","[0.86953125, 0.8673611111111111, 0.159375, 0.16527777777777777]","[0.341015625, 0.2708333333333333, 0.63984375, 0.12777777777777777]","[0.347265625, 0.6701388888888888, 0.64921875, 0.13472222222222222]","[0.340625, 0.4979166666666667, 0.6515625, 0.15694444444444444]"
prashant_icu_mon--1_2022_11_28_8_15_2.jpeg,"[0.7953125, 0.1986111111111111, 0.225, 0.16666666666666666]","[0.183984375, 0.8465277777777778, 0.08515625, 0.09861111111111111]","[0.3015625, 0.8555555555555555, 0.0890625, 0.10555555555555556]","[0.52265625, 0.8652777777777778, 0.0609375, 0.08333333333333333]","[0.83203125, 0.5020833333333333, 0.1625, 0.1763888888888889]","[0.808984375, 0.8673611111111111, 0.14765625, 0.1625]","[0.34375, 0.28194444444444444, 0.5765625, 0.10277777777777777]","[0.33125, 0.625, 0.5609375, 0.08888888888888889]","[0.319140625, 0.4618055555555556, 0.53671875, 0.0763888888888889]"
prashant_icu_mon--1_2022_11_29_1_15_1.jpeg,"[0.823828125, 0.14166666666666666, 0.16171875, 0.15]","[0.151171875, 0.8319444444444445, 0.12734375, 0.09444444444444444]","[0.29453125, 0.8368055555555556, 0.0953125, 0.09861111111111111]","[0.524609375, 0.8347222222222223, 0.09296875, 0.075]","[0.84140625, 0.44375, 0.159375, 0.15416666666666667]","[0.819140625, 0.8152777777777778, 0.14609375, 0.15]","[0.332421875, 0.24166666666666667, 0.58984375, 0.10555555555555556]","[0.34140625, 0.6180555555555556, 0.56875, 0.08888888888888889]","[0.32890625, 0.44375, 0.59375, 0.09305555555555556]"
siukaphahospital_icu_mon--5_2022_12_3_21_15_46.jpeg,"[0.78203125, 0.17291666666666666, 0.2328125, 0.1625]","[0.147265625, 0.9416666666666667, 0.13984375, 0.10277777777777777]","[0.301171875, 0.9340277777777778, 0.09609375, 0.10138888888888889]","[0.5296875, 0.8979166666666667, 0.06875, 0.07361111111111111]","[0.823828125, 0.4722222222222222, 0.15078125, 0.15]","[0.821875, 0.8430555555555556, 0.146875, 0.15833333333333333]","[0.32109375, 0.33819444444444446, 0.5953125, 0.11805555555555555]","[0.321875, 0.6736111111111112, 0.5875, 0.14722222222222223]","[0.3171875, 0.5201388888888889, 0.6078125, 0.15138888888888888]"
prashant_icu_mon--1_2022_12_8_0_15_2.jpeg,"[0.823828125, 0.16805555555555557, 0.24453125, 0.16944444444444445]","[0.172265625, 0.9159722222222222, 0.09453125, 0.10138888888888889]",,,,"[0.86171875, 0.8770833333333333, 0.1640625, 0.16527777777777777]",,,
prashant_icu_mon--1_2022_11_29_7_15_2.jpeg,"[0.794921875, 0.15, 0.22578125, 0.15555555555555556]","[0.13828125, 0.8479166666666667, 0.1203125, 0.09861111111111111]","[0.30703125, 0.8520833333333333, 0.13125, 0.09305555555555556]","[0.507421875, 0.8493055555555555, 0.09765625, 0.08194444444444444]","[0.82265625, 0.46041666666666664, 0.1640625, 0.15416666666666667]","[0.801953125, 0.8340277777777778, 0.15546875, 0.1597222222222222]","[0.326953125, 0.24930555555555556, 0.59453125, 0.10694444444444444]","[0.31171875, 0.6097222222222223, 0.5609375, 0.1388888888888889]","[0.315234375, 0.475, 0.56953125, 0.12222222222222222]"
prashant_icu_mon--1_2022_12_6_15_15_2.jpeg,"[0.82890625, 0.16875, 0.1703125, 0.17083333333333334]","[0.149609375, 0.90625, 0.14296875, 0.10138888888888889]","[0.335546875, 0.9097222222222222, 0.14296875, 0.10555555555555556]","[0.544921875, 0.9006944444444445, 0.09921875, 0.07916666666666666]",,"[0.854296875, 0.8770833333333333, 0.16796875, 0.17083333333333334]","[0.324609375, 0.2826388888888889, 0.64609375, 0.1486111111111111]",,
prashant_icu_mon--16_2022_12_4_5_17_22.jpeg,"[0.84296875, 0.1597222222222222, 0.16875, 0.17222222222222222]",,,,,"[0.861328125, 0.8631944444444445, 0.17421875, 0.1597222222222222]","[0.33046875, 0.2777777777777778, 0.65625, 0.12222222222222222]","[0.335546875, 0.68125, 0.65234375, 0.17916666666666667]",
siukaphahospital_icu_mon--5_2022_11_27_18_16_13.jpeg,"[0.77890625, 0.15416666666666667, 0.1546875, 0.17222222222222222]","[0.1546875, 0.9277777777777778, 0.1421875, 0.1111111111111111]","[0.30703125, 0.9194444444444444, 0.0921875, 0.10833333333333334]","[0.52109375, 0.8923611111111112, 0.065625, 0.08194444444444444]","[0.80234375, 0.46597222222222223, 0.1609375, 0.16805555555555557]","[0.79765625, 0.8416666666666667, 0.1515625, 0.16666666666666666]","[0.33125, 0.29097222222222224, 0.5703125, 0.14027777777777778]","[0.332421875, 0.6840277777777778, 0.56953125, 0.1986111111111111]","[0.334375, 0.50625, 0.5765625, 0.12916666666666668]"
prashant_icu_mon--16_2022_12_4_3_17_22.jpeg,"[0.845703125, 0.15694444444444444, 0.16953125, 0.175]",,,,,"[0.86015625, 0.8701388888888889, 0.1671875, 0.16527777777777777]","[0.332421875, 0.27569444444444446, 0.66171875, 0.11527777777777778]","[0.3296875, 0.6805555555555556, 0.65625, 0.10833333333333334]",
prashant_icu_mon--16_2022_12_4_1_17_8.jpeg,"[0.8359375, 0.15555555555555556, 0.1578125, 0.18333333333333332]",,,,"[0.86875, 0.48194444444444445, 0.171875, 0.18333333333333332]","[0.858203125, 0.8680555555555556, 0.16953125, 0.17777777777777778]","[0.328125, 0.27569444444444446, 0.63125, 0.15416666666666667]","[0.326953125, 0.6645833333333333, 0.64609375, 0.15138888888888888]","[0.32734375, 0.48333333333333334, 0.628125, 0.10555555555555556]"
prashant_icu_mon--1_2022_11_28_3_15_2.jpeg,"[0.80546875, 0.16875, 0.2390625, 0.17083333333333334]","[0.172265625, 0.8569444444444444, 0.09609375, 0.10833333333333334]","[0.30546875, 0.85625, 0.096875, 0.10138888888888889]","[0.526171875, 0.8597222222222223, 0.06953125, 0.07222222222222222]",,"[0.827734375, 0.8458333333333333, 0.17421875, 0.18333333333333332]","[0.323828125, 0.27361111111111114, 0.58515625, 0.11666666666666667]","[0.3234375, 0.63125, 0.5421875, 0.12361111111111112]","[0.325390625, 0.46458333333333335, 0.56484375, 0.0875]"
prashant_icu_mon--16_2022_11_28_19_16_37.jpeg,"[0.84375, 0.16180555555555556, 0.159375, 0.16527777777777777]",,,,"[0.862890625, 0.4909722222222222, 0.16171875, 0.16527777777777777]","[0.84609375, 0.8854166666666666, 0.1609375, 0.1625]","[0.333984375, 0.2708333333333333, 0.60234375, 0.1361111111111111]","[0.3375, 0.6708333333333333, 0.5890625, 0.09444444444444444]","[0.326953125, 0.49166666666666664, 0.58828125, 0.125]"
prashant_icu_mon--1_2022_11_27_19_15_2.jpeg,"[0.7953125, 0.1701388888888889, 0.159375, 0.15416666666666667]","[0.162109375, 0.8173611111111111, 0.12421875, 0.10694444444444444]","[0.302734375, 0.8298611111111112, 0.08671875, 0.09861111111111111]","[0.517578125, 0.8361111111111111, 0.06015625, 0.06944444444444445]","[0.81328125, 0.47430555555555554, 0.159375, 0.1597222222222222]","[0.807421875, 0.8263888888888888, 0.15234375, 0.15555555555555556]","[0.334375, 0.24930555555555556, 0.55, 0.1125]","[0.33828125, 0.6013888888888889, 0.5015625, 0.13055555555555556]","[0.332421875, 0.4513888888888889, 0.53046875, 0.1388888888888889]"
