image_name,HR,SBP,DBP,MAP,SPO2,RR,HR_W,RR_W,SPO2_W
aveksha_micu_mon-127_2021_11_24_12_0_27.jpeg,"[0.065625, 0.1909722222222222, 0.13125, 0.1986111111111111]","[0.626953125, 0.6243055555555556, 0.16171875, 0.17083333333333334]","[0.872265625, 0.625, 0.22890625, 0.17777777777777778]","[0.787109375, 0.8034722222222223, 0.14140625, 0.09583333333333334]","[0.14609375, 0.6270833333333333, 0.203125, 0.20694444444444443]","[0.606640625, 0.17152777777777778, 0.11328125, 0.2152777777777778]","[0.2375, 0.4215277777777778, 0.475, 0.1375]","[0.738671875, 0.40694444444444444, 0.52109375, 0.11944444444444445]","[0.253515625, 0.8381944444444445, 0.50703125, 0.15416666666666667]"
aveksha_micu_mon-127_2021_11_23_11_0_27.jpeg,"[0.065625, 0.23680555555555555, 0.125, 0.19305555555555556]","[0.601171875, 0.6159722222222223, 0.16640625, 0.17083333333333334]","[0.83359375, 0.6034722222222222, 0.19375, 0.18194444444444444]","[0.76015625, 0.7902777777777777, 0.1375, 0.1]","[0.105078125, 0.6409722222222223, 0.13984375, 0.19583333333333333]","[0.559765625, 0.1701388888888889, 0.07265625, 0.1986111111111111]","[0.223828125, 0.4236111111111111, 0.44765625, 0.125]","[0.7265625, 0.39444444444444443, 0.5453125, 0.1111111111111111]","[0.239453125, 0.8416666666666667, 0.47890625, 0.11944444444444445]"
aveksha_micu_mon-121_2021_11_24_10_0_3.jpeg,"[0.10546875, 0.12222222222222222, 0.15, 0.23055555555555557]","[0.6515625, 0.6465277777777778, 0.140625, 0.16805555555555557]","[0.843359375, 0.66875, 0.15546875, 0.16805555555555557]","[0.775390625, 0.8284722222222223, 0.11015625, 0.09027777777777778]","[0.14375, 0.5923611111111111, 0.1484375, 0.21805555555555556]","[0.6703125, 0.20555555555555555, 0.134375, 0.21666666666666667]","[0.2609375, 0.39861111111111114, 0.521875, 0.18055555555555555]","[0.7625, 0.44583333333333336, 0.4734375, 0.1527777777777778]","[0.2625, 0.8201388888888889, 0.5140625, 0.1736111111111111]"
aveksha_micu_mon-121_2021_11_25_11_30_2.jpeg,"[0.131640625, 0.15833333333333333, 0.11953125, 0.19166666666666668]","[0.61953125, 0.63125, 0.15, 0.1736111111111111]","[0.819921875, 0.6486111111111111, 0.16328125, 0.18333333333333332]","[0.759765625, 0.8284722222222223, 0.14609375, 0.10694444444444444]","[0.13984375, 0.5895833333333333, 0.1328125, 0.20972222222222223]","[0.6453125, 0.18194444444444444, 0.103125, 0.20277777777777778]","[0.2515625, 0.3909722222222222, 0.484375, 0.1375]","[0.746875, 0.4361111111111111, 0.5046875, 0.15833333333333333]","[0.241796875, 0.8145833333333333, 0.47578125, 0.1875]"
aveksha_micu_mon-127_2021_11_25_0_0_28.jpeg,"[0.09609375, 0.22083333333333333, 0.1203125, 0.2]","[0.6078125, 0.6236111111111111, 0.15, 0.16111111111111112]","[0.816015625, 0.6208333333333333, 0.18203125, 0.16944444444444445]","[0.746484375, 0.8020833333333334, 0.13828125, 0.09305555555555556]","[0.11953125, 0.6388888888888888, 0.1359375, 0.2]","[0.63203125, 0.18055555555555555, 0.1484375, 0.2111111111111111]","[0.240234375, 0.4326388888888889, 0.47421875, 0.12361111111111112]","[0.7390625, 0.42083333333333334, 0.5203125, 0.1]","[0.23671875, 0.8381944444444445, 0.4734375, 0.1375]"
aveksha_micu_mon-121_2021_11_25_11_0_3.jpeg,"[0.128515625, 0.10833333333333334, 0.14921875, 0.21666666666666667]","[0.657421875, 0.6520833333333333, 0.13515625, 0.17083333333333334]","[0.84765625, 0.6770833333333334, 0.159375, 0.17083333333333334]","[0.774609375, 0.8368055555555556, 0.11015625, 0.09583333333333334]","[0.144140625, 0.5791666666666667, 0.15703125, 0.23055555555555557]","[0.691015625, 0.2125, 0.10078125, 0.20833333333333334]","[0.268359375, 0.38125, 0.53671875, 0.17916666666666667]","[0.76875, 0.45416666666666666, 0.4609375, 0.16666666666666666]","[0.258984375, 0.8166666666666667, 0.51796875, 0.20277777777777778]"
aveksha_micu_mon-121_2021_11_24_1_0_3.jpeg,"[0.11796875, 0.13958333333333334, 0.146875, 0.21805555555555556]","[0.64765625, 0.6416666666666667, 0.140625, 0.16944444444444445]","[0.84453125, 0.6569444444444444, 0.1640625, 0.16666666666666666]","[0.77265625, 0.825, 0.115625, 0.09444444444444444]","[0.127734375, 0.59375, 0.15703125, 0.22083333333333333]","[0.678125, 0.21180555555555555, 0.1078125, 0.1986111111111111]","[0.262890625, 0.40069444444444446, 0.52578125, 0.1736111111111111]","[0.761328125, 0.45, 0.47578125, 0.16111111111111112]","[0.255078125, 0.825, 0.51015625, 0.16944444444444445]"
aveksha_micu_mon-127_2021_11_24_14_30_30.jpeg,"[0.061328125, 0.21805555555555556, 0.11953125, 0.19444444444444445]","[0.6125, 0.6236111111111111, 0.1640625, 0.16944444444444445]","[0.835546875, 0.6173611111111111, 0.18359375, 0.17916666666666667]","[0.7796875, 0.8, 0.1578125, 0.1]","[0.136328125, 0.6375, 0.19453125, 0.20555555555555555]","[0.59296875, 0.17847222222222223, 0.1125, 0.20416666666666666]","[0.230859375, 0.43125, 0.46171875, 0.12638888888888888]","[0.732421875, 0.4097222222222222, 0.53359375, 0.10277777777777777]","[0.245703125, 0.8430555555555556, 0.49140625, 0.14444444444444443]"
aveksha_micu_mon-121_2021_11_25_2_30_2.jpeg,"[0.140234375, 0.17152777777777778, 0.15234375, 0.21805555555555556]","[0.641796875, 0.6256944444444444, 0.13359375, 0.16805555555555557]","[0.841796875, 0.6270833333333333, 0.16953125, 0.1736111111111111]","[0.766015625, 0.7965277777777777, 0.11796875, 0.09583333333333334]","[0.1421875, 0.61875, 0.1578125, 0.21805555555555556]","[0.68359375, 0.19444444444444445, 0.109375, 0.2111111111111111]","[0.26328125, 0.41388888888888886, 0.5265625, 0.14722222222222223]","[0.764453125, 0.41041666666666665, 0.46953125, 0.14027777777777778]","[0.251953125, 0.83125, 0.50390625, 0.14027777777777778]"
aveksha_micu_mon-125_2021_11_21_0_30_15.jpeg,"[0.11953125, 0.2125, 0.1171875, 0.19722222222222222]","[0.629296875, 0.5944444444444444, 0.13984375, 0.18055555555555555]","[0.840625, 0.5770833333333333, 0.16875, 0.19027777777777777]","[0.780078125, 0.7666666666666667, 0.12421875, 0.1111111111111111]","[0.137109375, 0.6402777777777777, 0.15390625, 0.225]","[0.633203125, 0.16319444444444445, 0.10390625, 0.19305555555555556]","[0.25078125, 0.41875, 0.5015625, 0.15138888888888888]","[0.751953125, 0.3875, 0.49453125, 0.11666666666666667]","[0.25546875, 0.8715277777777778, 0.5109375, 0.1597222222222222]"
aveksha_micu_mon-125_2021_11_20_7_0_17.jpeg,"[0.1078125, 0.17569444444444443, 0.1421875, 0.22361111111111112]","[0.634765625, 0.6576388888888889, 0.14609375, 0.1736111111111111]","[0.835546875, 0.6576388888888889, 0.17265625, 0.1736111111111111]","[0.76171875, 0.8395833333333333, 0.1203125, 0.09861111111111111]","[0.1640625, 0.6548611111111111, 0.196875, 0.22361111111111112]","[0.6625, 0.18611111111111112, 0.1078125, 0.21944444444444444]","[0.254296875, 0.4326388888888889, 0.50859375, 0.12361111111111112]","[0.755078125, 0.4465277777777778, 0.48828125, 0.14027777777777778]","[0.249609375, 0.8826388888888889, 0.49921875, 0.14027777777777778]"
aveksha_micu_mon-127_2021_11_24_19_30_28.jpeg,"[0.07421875, 0.2152777777777778, 0.134375, 0.19722222222222222]","[0.619140625, 0.6166666666666667, 0.16171875, 0.16944444444444445]","[0.84609375, 0.6090277777777777, 0.1859375, 0.17916666666666667]","[0.77421875, 0.7944444444444444, 0.1328125, 0.1]","[0.112890625, 0.6319444444444444, 0.13984375, 0.2]","[0.61484375, 0.16944444444444445, 0.146875, 0.2111111111111111]","[0.2375, 0.42777777777777776, 0.475, 0.13333333333333333]","[0.73671875, 0.3993055555555556, 0.525, 0.1125]","[0.245703125, 0.8479166666666667, 0.49140625, 0.14027777777777778]"
aveksha_micu_mon-127_2021_11_24_21_30_26.jpeg,"[0.08125, 0.21944444444444444, 0.1234375, 0.19722222222222222]","[0.590625, 0.625, 0.1546875, 0.16666666666666666]","[0.8078125, 0.6236111111111111, 0.190625, 0.17222222222222222]","[0.728125, 0.8048611111111111, 0.1296875, 0.09583333333333334]","[0.10859375, 0.6347222222222222, 0.1328125, 0.19444444444444445]","[0.60859375, 0.17708333333333334, 0.1453125, 0.2152777777777778]","[0.22890625, 0.43194444444444446, 0.4578125, 0.12222222222222222]","[0.728515625, 0.4076388888888889, 0.54140625, 0.10416666666666667]","[0.231640625, 0.8347222222222223, 0.46328125, 0.13055555555555556]"
aveksha_micu_mon-127_2021_11_25_1_30_27.jpeg,"[0.126171875, 0.21666666666666667, 0.12890625, 0.19166666666666668]","[0.6046875, 0.6111111111111112, 0.1515625, 0.17222222222222222]","[0.808203125, 0.6020833333333333, 0.17578125, 0.17916666666666667]","[0.7453125, 0.7875, 0.153125, 0.1]","[0.149609375, 0.625, 0.17734375, 0.20277777777777778]","[0.637109375, 0.17847222222222223, 0.14609375, 0.20694444444444443]","[0.24296875, 0.4222222222222222, 0.46875, 0.14444444444444443]","[0.73984375, 0.39652777777777776, 0.51875, 0.10972222222222222]","[0.228125, 0.8381944444444445, 0.45625, 0.14027777777777778]"
aveksha_micu_mon-127_2021_11_24_17_30_33.jpeg,"[0.065234375, 0.2125, 0.12734375, 0.2]","[0.612109375, 0.6222222222222222, 0.16171875, 0.17222222222222222]","[0.8359375, 0.6145833333333334, 0.184375, 0.1763888888888889]","[0.77890625, 0.8, 0.15625, 0.09722222222222222]","[0.102734375, 0.6375, 0.14140625, 0.20833333333333334]","[0.597265625, 0.17222222222222222, 0.12734375, 0.2111111111111111]","[0.234375, 0.42986111111111114, 0.4625, 0.1375]","[0.733203125, 0.40625, 0.53203125, 0.11527777777777778]","[0.24609375, 0.8548611111111111, 0.4921875, 0.1375]"
aveksha_micu_mon-125_2021_11_21_1_0_16.jpeg,"[0.119140625, 0.20972222222222223, 0.14453125, 0.20277777777777778]","[0.615625, 0.5840277777777778, 0.1046875, 0.1763888888888889]","[0.849609375, 0.5597222222222222, 0.16640625, 0.18333333333333332]","[0.78828125, 0.7430555555555556, 0.125, 0.11388888888888889]","[0.137890625, 0.6444444444444445, 0.15703125, 0.23055555555555557]","[0.64296875, 0.15416666666666667, 0.10625, 0.19444444444444445]","[0.255078125, 0.42083333333333334, 0.51015625, 0.13055555555555556]","[0.75625, 0.37569444444444444, 0.4859375, 0.11527777777777778]","[0.262109375, 0.8708333333333333, 0.52421875, 0.18333333333333332]"
aveksha_micu_mon-121_2021_11_25_9_30_2.jpeg,"[0.11640625, 0.11597222222222223, 0.1546875, 0.23194444444444445]","[0.662109375, 0.6569444444444444, 0.14140625, 0.16944444444444445]","[0.8484375, 0.6791666666666667, 0.15625, 0.16666666666666666]","[0.78984375, 0.8402777777777778, 0.1265625, 0.09444444444444444]","[0.155078125, 0.5965277777777778, 0.16015625, 0.2263888888888889]","[0.6828125, 0.20972222222222223, 0.103125, 0.21388888888888888]","[0.26953125, 0.38958333333333334, 0.5390625, 0.17916666666666667]","[0.769140625, 0.46805555555555556, 0.46015625, 0.1527777777777778]","[0.272265625, 0.8298611111111112, 0.51953125, 0.1736111111111111]"
aveksha_micu_mon-121_2021_11_23_17_30_1.jpeg,"[0.10625, 0.10902777777777778, 0.1515625, 0.2152777777777778]","[0.659375, 0.6458333333333334, 0.1453125, 0.17222222222222222]","[0.85234375, 0.6736111111111112, 0.1625, 0.17222222222222222]","[0.79140625, 0.83125, 0.128125, 0.10138888888888889]","[0.1390625, 0.5763888888888888, 0.1609375, 0.23055555555555557]","[0.683984375, 0.20625, 0.13671875, 0.22083333333333333]","[0.26640625, 0.38055555555555554, 0.5328125, 0.2111111111111111]","[0.7671875, 0.45208333333333334, 0.4640625, 0.16805555555555557]","[0.260546875, 0.8152777777777778, 0.52109375, 0.2]"
aveksha_micu_mon-121_2021_11_23_22_30_2.jpeg,"[0.099609375, 0.11319444444444444, 0.15859375, 0.2263888888888889]","[0.654296875, 0.6597222222222222, 0.14296875, 0.17222222222222222]","[0.840625, 0.6840277777777778, 0.1515625, 0.16805555555555557]","[0.770703125, 0.8402777777777778, 0.10703125, 0.09444444444444444]","[0.14140625, 0.59375, 0.1609375, 0.2263888888888889]","[0.672265625, 0.21458333333333332, 0.12578125, 0.2263888888888889]","[0.266015625, 0.4048611111111111, 0.53203125, 0.20416666666666666]","[0.76328125, 0.4736111111111111, 0.471875, 0.18055555555555555]","[0.2625, 0.8263888888888888, 0.525, 0.18055555555555555]"
aveksha_micu_mon-121_2021_11_24_15_30_2.jpeg,"[0.087890625, 0.11319444444444444, 0.12421875, 0.2263888888888889]","[0.64921875, 0.6493055555555556, 0.1453125, 0.1736111111111111]","[0.84765625, 0.6715277777777777, 0.165625, 0.17916666666666667]","[0.778515625, 0.8354166666666667, 0.11640625, 0.09583333333333334]","[0.13125, 0.5868055555555556, 0.1578125, 0.2263888888888889]","[0.6703125, 0.19791666666666666, 0.14375, 0.22361111111111112]","[0.25859375, 0.38472222222222224, 0.5171875, 0.16944444444444445]","[0.759375, 0.44305555555555554, 0.4796875, 0.15555555555555556]","[0.25703125, 0.8229166666666666, 0.5140625, 0.19027777777777777]"
aveksha_micu_mon-121_2021_11_24_12_0_2.jpeg,"[0.123828125, 0.10833333333333334, 0.14609375, 0.21666666666666667]","[0.65390625, 0.6423611111111112, 0.1296875, 0.1763888888888889]","[0.849609375, 0.6673611111111111, 0.15703125, 0.17083333333333334]","[0.78125, 0.83125, 0.1109375, 0.10138888888888889]","[0.143359375, 0.5798611111111112, 0.15859375, 0.2263888888888889]","[0.6859375, 0.20694444444444443, 0.1375, 0.2111111111111111]","[0.265625, 0.38055555555555554, 0.53125, 0.18055555555555555]","[0.76796875, 0.4465277777777778, 0.4625, 0.1625]","[0.2640625, 0.8194444444444444, 0.528125, 0.18333333333333332]"
aveksha_micu_mon-121_2021_11_24_16_30_2.jpeg,"[0.11328125, 0.1284722222222222, 0.146875, 0.22361111111111112]","[0.65546875, 0.64375, 0.1421875, 0.16805555555555557]","[0.84765625, 0.6569444444444444, 0.15625, 0.16666666666666666]","[0.786328125, 0.8263888888888888, 0.12109375, 0.09722222222222222]","[0.140625, 0.6, 0.1578125, 0.22777777777777777]","[0.66875, 0.2048611111111111, 0.1015625, 0.2125]","[0.262890625, 0.40208333333333335, 0.52578125, 0.15416666666666667]","[0.764453125, 0.44166666666666665, 0.46953125, 0.1527777777777778]","[0.26171875, 0.8375, 0.5234375, 0.16666666666666666]"
aveksha_micu_mon-121_2021_11_25_1_30_2.jpeg,"[0.121875, 0.16458333333333333, 0.1421875, 0.20416666666666666]","[0.64296875, 0.6298611111111111, 0.1328125, 0.1625]","[0.844921875, 0.6340277777777777, 0.16171875, 0.16527777777777777]","[0.769140625, 0.8027777777777778, 0.10546875, 0.09444444444444444]","[0.134765625, 0.6138888888888889, 0.15859375, 0.21666666666666667]","[0.671875, 0.19305555555555556, 0.096875, 0.2]","[0.264453125, 0.4041666666666667, 0.52890625, 0.1361111111111111]","[0.7640625, 0.42291666666666666, 0.4703125, 0.12361111111111112]","[0.2546875, 0.8368055555555556, 0.509375, 0.14583333333333334]"
aveksha_micu_mon-121_2021_11_25_14_0_2.jpeg,"[0.083984375, 0.12708333333333333, 0.12734375, 0.22916666666666666]","[0.641796875, 0.6493055555555556, 0.14140625, 0.16527777777777777]","[0.837890625, 0.6701388888888888, 0.16171875, 0.17083333333333334]","[0.773828125, 0.8333333333333334, 0.12421875, 0.09444444444444444]","[0.13671875, 0.5958333333333333, 0.15625, 0.21944444444444444]","[0.654296875, 0.20208333333333334, 0.12421875, 0.21805555555555556]","[0.2578125, 0.3972222222222222, 0.5078125, 0.15833333333333333]","[0.756640625, 0.44513888888888886, 0.48515625, 0.1375]","[0.25546875, 0.81875, 0.5078125, 0.17916666666666667]"
aveksha_micu_mon-127_2021_11_26_7_30_28.jpeg,"[0.057421875, 0.2152777777777778, 0.11484375, 0.19444444444444445]","[0.58125, 0.6111111111111112, 0.1609375, 0.17222222222222222]","[0.81796875, 0.6006944444444444, 0.203125, 0.17916666666666667]","[0.74609375, 0.7930555555555555, 0.1640625, 0.1]","[0.121484375, 0.6229166666666667, 0.17421875, 0.1986111111111111]","[0.59453125, 0.14097222222222222, 0.1171875, 0.22361111111111112]","[0.220703125, 0.4173611111111111, 0.44140625, 0.14027777777777778]","[0.720703125, 0.38680555555555557, 0.55703125, 0.10972222222222222]","[0.222265625, 0.8298611111111112, 0.44453125, 0.1375]"
aveksha_micu_mon-121_2021_11_24_18_30_2.jpeg,"[0.101171875, 0.11180555555555556, 0.13046875, 0.22083333333333333]","[0.660546875, 0.6368055555555555, 0.13984375, 0.17083333333333334]","[0.852734375, 0.6541666666666667, 0.15859375, 0.16666666666666666]","[0.7859375, 0.81875, 0.1109375, 0.09305555555555556]","[0.14375, 0.5916666666666667, 0.1625, 0.22777777777777777]","[0.6765625, 0.19027777777777777, 0.10625, 0.20833333333333334]","[0.26484375, 0.39375, 0.5296875, 0.1736111111111111]","[0.76640625, 0.4270833333333333, 0.465625, 0.14027777777777778]","[0.266015625, 0.8270833333333333, 0.53203125, 0.16805555555555557]"
aveksha_micu_mon-127_2021_11_24_13_0_29.jpeg,"[0.0625, 0.22361111111111112, 0.1234375, 0.20555555555555555]","[0.624609375, 0.6131944444444445, 0.18203125, 0.18194444444444444]","[0.868359375, 0.60625, 0.23671875, 0.19583333333333333]","[0.791015625, 0.7798611111111111, 0.17265625, 0.10972222222222222]","[0.144921875, 0.6263888888888889, 0.21015625, 0.21388888888888888]","[0.6078125, 0.18263888888888888, 0.1453125, 0.2263888888888889]","[0.2375, 0.4340277777777778, 0.475, 0.1375]","[0.73671875, 0.40694444444444444, 0.525, 0.11944444444444445]","[0.252734375, 0.8229166666666666, 0.50546875, 0.15138888888888888]"
aveksha_micu_mon-125_2021_11_20_11_0_16.jpeg,"[0.101953125, 0.15763888888888888, 0.16640625, 0.24583333333333332]","[0.630859375, 0.6506944444444445, 0.11953125, 0.1736111111111111]","[0.852734375, 0.6548611111111111, 0.17109375, 0.17916666666666667]","[0.7828125, 0.825, 0.11875, 0.09722222222222222]","[0.146484375, 0.6368055555555555, 0.16796875, 0.2263888888888889]","[0.676953125, 0.19166666666666668, 0.14921875, 0.22777777777777777]","[0.2625, 0.4173611111111111, 0.525, 0.1375]","[0.76328125, 0.43819444444444444, 0.471875, 0.1375]","[0.26640625, 0.85, 0.5234375, 0.175]"
aveksha_micu_mon-127_2021_11_24_20_0_32.jpeg,"[0.077734375, 0.2152777777777778, 0.12578125, 0.2]","[0.612890625, 0.6173611111111111, 0.14765625, 0.1736111111111111]","[0.84609375, 0.60625, 0.190625, 0.1736111111111111]","[0.77578125, 0.7951388888888888, 0.1359375, 0.10138888888888889]","[0.112890625, 0.6326388888888889, 0.14296875, 0.20694444444444443]","[0.606640625, 0.17083333333333334, 0.12421875, 0.21388888888888888]","[0.238671875, 0.42291666666666666, 0.47734375, 0.1375]","[0.737109375, 0.3951388888888889, 0.52421875, 0.09583333333333334]","[0.246484375, 0.8444444444444444, 0.49296875, 0.14444444444444443]"
aveksha_micu_mon-121_2021_11_23_22_0_2.jpeg,"[0.09609375, 0.11597222222222223, 0.146875, 0.22916666666666666]","[0.64921875, 0.6493055555555556, 0.1453125, 0.1736111111111111]","[0.84453125, 0.6708333333333333, 0.165625, 0.16944444444444445]","[0.773046875, 0.8305555555555556, 0.11484375, 0.09722222222222222]","[0.13203125, 0.5881944444444445, 0.1546875, 0.21805555555555556]","[0.671875, 0.20694444444444443, 0.1453125, 0.21944444444444444]","[0.258203125, 0.40069444444444446, 0.51640625, 0.1875]","[0.76015625, 0.45694444444444443, 0.478125, 0.175]","[0.25703125, 0.8236111111111111, 0.5140625, 0.175]"
aveksha_micu_mon-127_2021_11_24_21_0_27.jpeg,"[0.069140625, 0.22291666666666668, 0.12578125, 0.19027777777777777]","[0.58984375, 0.6159722222222223, 0.159375, 0.16527777777777777]","[0.814453125, 0.6131944444444445, 0.19765625, 0.1736111111111111]","[0.737109375, 0.7951388888888888, 0.13984375, 0.09305555555555556]","[0.101953125, 0.6256944444444444, 0.13046875, 0.19027777777777777]","[0.585546875, 0.17708333333333334, 0.12734375, 0.2152777777777778]","[0.224609375, 0.42569444444444443, 0.44921875, 0.12916666666666668]","[0.725, 0.4166666666666667, 0.5484375, 0.11944444444444445]","[0.23046875, 0.8222222222222222, 0.4609375, 0.1388888888888889]"
