image_name,HR,SBP,DBP,MAP,SPO2,RR,HR_W,RR_W,SPO2_W
hcgranchi_sicu_mon--326_2022_11_10_18_0_42.jpeg,"[0.79609375, 0.16597222222222222, 0.0625, 0.09305555555555556]","[0.792578125, 0.28125, 0.05546875, 0.06527777777777778]","[0.8921875, 0.28055555555555556, 0.04375, 0.06111111111111111]","[0.987109375, 0.28125, 0.01953125, 0.04027777777777778]","[0.803125, 0.5361111111111111, 0.0828125, 0.1]","[0.769921875, 0.6486111111111111, 0.03359375, 0.09444444444444444]","[0.366796875, 0.3798611111111111, 0.65546875, 0.12361111111111112]","[0.353515625, 0.6298611111111111, 0.66484375, 0.10972222222222222]","[0.351953125, 0.5173611111111112, 0.64921875, 0.0875]"
hcgranchi_sicu_mon--326_2022_11_12_16_30_34.jpeg,"[0.790234375, 0.15763888888888888, 0.06796875, 0.09305555555555556]","[0.7875, 0.2652777777777778, 0.0546875, 0.06111111111111111]","[0.885546875, 0.2673611111111111, 0.04140625, 0.059722222222222225]","[0.980859375, 0.26319444444444445, 0.02421875, 0.0375]","[0.792578125, 0.49722222222222223, 0.08359375, 0.09444444444444444]","[0.773828125, 0.6118055555555556, 0.05234375, 0.09305555555555556]","[0.3484375, 0.34791666666666665, 0.5859375, 0.10138888888888889]","[0.331640625, 0.59375, 0.59609375, 0.07916666666666666]","[0.34609375, 0.49027777777777776, 0.6109375, 0.1]"
hcgranchi_sicu_mon--326_2022_11_23_6_31_5.jpeg,"[0.7375, 0.11736111111111111, 0.059375, 0.09305555555555556]","[0.733984375, 0.2222222222222222, 0.05234375, 0.06111111111111111]","[0.8296875, 0.22569444444444445, 0.0390625, 0.05694444444444444]","[0.926171875, 0.22083333333333333, 0.03203125, 0.03611111111111111]","[0.740234375, 0.4375, 0.06484375, 0.09722222222222222]","[0.7390625, 0.5409722222222222, 0.0515625, 0.08194444444444444]","[0.33125, 0.29305555555555557, 0.6046875, 0.1]","[0.334765625, 0.5118055555555555, 0.62578125, 0.06527777777777778]","[0.336328125, 0.4201388888888889, 0.61171875, 0.09861111111111111]"
hcgranchi_sicu_mon--326_2022_11_14_7_0_32.jpeg,"[0.78828125, 0.15347222222222223, 0.0734375, 0.09861111111111111]","[0.7765625, 0.26319444444444445, 0.0515625, 0.05416666666666667]","[0.876171875, 0.26180555555555557, 0.04140625, 0.059722222222222225]","[0.970703125, 0.2534722222222222, 0.02421875, 0.04027777777777778]","[0.786328125, 0.5090277777777777, 0.07890625, 0.10416666666666667]","[0.76484375, 0.6298611111111111, 0.0515625, 0.09027777777777778]","[0.3734375, 0.36875, 0.596875, 0.09305555555555556]","[0.357421875, 0.6173611111111111, 0.53515625, 0.08194444444444444]","[0.31640625, 0.5104166666666666, 0.51875, 0.10416666666666667]"
hcgranchi_sicu_mon--326_2022_11_12_20_30_10.jpeg,"[0.78046875, 0.18055555555555555, 0.06875, 0.10277777777777777]","[0.775390625, 0.29583333333333334, 0.05859375, 0.07222222222222222]","[0.87421875, 0.2986111111111111, 0.0453125, 0.06388888888888888]","[0.96953125, 0.2916666666666667, 0.028125, 0.044444444444444446]","[0.78203125, 0.55, 0.08125, 0.10277777777777777]","[0.76640625, 0.6736111111111112, 0.05625, 0.10277777777777777]","[0.341015625, 0.3951388888888889, 0.65078125, 0.10416666666666667]","[0.33984375, 0.6388888888888888, 0.6484375, 0.08611111111111111]","[0.33828125, 0.5409722222222222, 0.6484375, 0.09027777777777778]"
hcgranchi_sicu_mon--326_2022_11_12_11_30_36.jpeg,,"[0.773046875, 0.26180555555555557, 0.06015625, 0.06805555555555555]","[0.869140625, 0.26666666666666666, 0.04765625, 0.06666666666666667]","[0.96171875, 0.2611111111111111, 0.0265625, 0.05]","[0.776171875, 0.49930555555555556, 0.08046875, 0.09583333333333334]","[0.756640625, 0.6173611111111111, 0.06015625, 0.09583333333333334]","[0.3484375, 0.3472222222222222, 0.65, 0.08611111111111111]","[0.34296875, 0.5916666666666667, 0.6484375, 0.08055555555555556]","[0.34296875, 0.49375, 0.6640625, 0.10416666666666667]"
hcgranchi_sicu_mon--326_2022_11_14_23_30_34.jpeg,"[0.78203125, 0.13541666666666666, 0.075, 0.08472222222222223]","[0.7703125, 0.2423611111111111, 0.0484375, 0.05694444444444444]","[0.867578125, 0.2388888888888889, 0.04140625, 0.05555555555555555]","[0.958984375, 0.22708333333333333, 0.02890625, 0.04027777777777778]","[0.7859375, 0.4722222222222222, 0.078125, 0.08888888888888889]","[0.771875, 0.5854166666666667, 0.05, 0.0875]","[0.3453125, 0.36666666666666664, 0.621875, 0.11388888888888889]","[0.338671875, 0.5875, 0.62578125, 0.09166666666666666]","[0.348046875, 0.4895833333333333, 0.61328125, 0.08472222222222223]"
hcgranchi_sicu_mon--326_2022_11_23_2_31_0.jpeg,"[0.72421875, 0.11388888888888889, 0.065625, 0.08055555555555556]",,"[0.81953125, 0.21180555555555555, 0.0484375, 0.0625]","[0.9140625, 0.2013888888888889, 0.0328125, 0.041666666666666664]","[0.731640625, 0.425, 0.06640625, 0.08888888888888889]","[0.733203125, 0.5270833333333333, 0.05859375, 0.09027777777777778]","[0.314453125, 0.2923611111111111, 0.61328125, 0.09583333333333334]","[0.31796875, 0.5076388888888889, 0.6140625, 0.0763888888888889]","[0.31640625, 0.41458333333333336, 0.615625, 0.09583333333333334]"
hcgranchi_sicu_mon--326_2022_11_22_2_30_49.jpeg,"[0.72578125, 0.11875, 0.065625, 0.09027777777777778]","[0.724609375, 0.21875, 0.05859375, 0.0625]","[0.815625, 0.22083333333333333, 0.04375, 0.05555555555555555]","[0.906640625, 0.21319444444444444, 0.02578125, 0.04027777777777778]",,"[0.722265625, 0.5493055555555556, 0.05390625, 0.09027777777777778]","[0.326953125, 0.3034722222222222, 0.60859375, 0.10694444444444444]","[0.321875, 0.5194444444444445, 0.603125, 0.1]",
hcgranchi_sicu_mon--326_2022_11_15_12_0_21.jpeg,"[0.780859375, 0.14791666666666667, 0.07578125, 0.09583333333333334]","[0.769140625, 0.26666666666666666, 0.06015625, 0.06666666666666667]",,"[0.9640625, 0.24791666666666667, 0.0328125, 0.0375]","[0.7828125, 0.5263888888888889, 0.0828125, 0.1]","[0.768359375, 0.6527777777777778, 0.05390625, 0.10277777777777777]","[0.3421875, 0.39305555555555555, 0.6640625, 0.10833333333333334]","[0.341796875, 0.6506944444444445, 0.66328125, 0.08194444444444444]","[0.339453125, 0.5513888888888889, 0.66640625, 0.08055555555555556]"
hcgranchi_sicu_mon--326_2022_11_12_17_30_10.jpeg,"[0.7953125, 0.15555555555555556, 0.0609375, 0.08888888888888889]","[0.7890625, 0.25763888888888886, 0.0546875, 0.05694444444444444]","[0.8859375, 0.26319444444444445, 0.040625, 0.05694444444444444]","[0.980859375, 0.26319444444444445, 0.02578125, 0.034722222222222224]","[0.795703125, 0.4847222222222222, 0.07734375, 0.08611111111111111]","[0.774609375, 0.5930555555555556, 0.04765625, 0.08611111111111111]","[0.3765625, 0.3333333333333333, 0.61875, 0.1111111111111111]","[0.371484375, 0.56875, 0.66640625, 0.07083333333333333]","[0.353125, 0.4708333333333333, 0.69375, 0.10277777777777777]"
hcgranchi_sicu_mon--326_2022_11_15_5_30_33.jpeg,"[0.790234375, 0.15763888888888888, 0.07890625, 0.09027777777777778]",,,"[0.905078125, 0.26180555555555557, 0.05859375, 0.059722222222222225]","[0.8, 0.4930555555555556, 0.0828125, 0.08611111111111111]","[0.7875, 0.6069444444444444, 0.05, 0.08888888888888889]","[0.343359375, 0.375, 0.67578125, 0.1]","[0.348046875, 0.6013888888888889, 0.67890625, 0.08055555555555556]","[0.34609375, 0.49722222222222223, 0.6765625, 0.1]"
hcgranchi_sicu_mon--326_2022_11_13_15_0_43.jpeg,"[0.787890625, 0.175, 0.07578125, 0.1]","[0.767578125, 0.28680555555555554, 0.04296875, 0.059722222222222225]","[0.87265625, 0.29097222222222224, 0.0390625, 0.06805555555555555]","[0.966796875, 0.2743055555555556, 0.02265625, 0.04027777777777778]","[0.7859375, 0.5458333333333333, 0.0796875, 0.09444444444444444]","[0.76796875, 0.6694444444444444, 0.053125, 0.09444444444444444]","[0.352734375, 0.40902777777777777, 0.66640625, 0.0875]","[0.343359375, 0.6611111111111111, 0.65390625, 0.09444444444444444]","[0.344921875, 0.5631944444444444, 0.65859375, 0.08194444444444444]"
hcgranchi_sicu_mon--326_2022_11_11_23_30_35.jpeg,"[0.784375, 0.18611111111111112, 0.065625, 0.09444444444444444]","[0.780859375, 0.29791666666666666, 0.05859375, 0.0625]","[0.876171875, 0.3, 0.04140625, 0.06388888888888888]","[0.97109375, 0.2902777777777778, 0.0265625, 0.041666666666666664]","[0.785546875, 0.5472222222222223, 0.07890625, 0.09444444444444444]",,"[0.3453125, 0.3923611111111111, 0.675, 0.1125]","[0.343359375, 0.6652777777777777, 0.65390625, 0.08611111111111111]","[0.341796875, 0.5618055555555556, 0.65546875, 0.09583333333333334]"
hcgranchi_sicu_mon--326_2022_11_13_19_0_35.jpeg,"[0.782421875, 0.1798611111111111, 0.06796875, 0.09861111111111111]","[0.7703125, 0.2902777777777778, 0.040625, 0.06388888888888888]","[0.87578125, 0.2972222222222222, 0.04375, 0.06666666666666667]","[0.9734375, 0.28958333333333336, 0.025, 0.04027777777777778]","[0.785546875, 0.54375, 0.08359375, 0.09861111111111111]","[0.76953125, 0.66875, 0.053125, 0.09861111111111111]","[0.34609375, 0.3888888888888889, 0.690625, 0.11666666666666667]","[0.366796875, 0.6576388888888889, 0.63359375, 0.10416666666666667]","[0.343359375, 0.5256944444444445, 0.68359375, 0.14027777777777778]"
hcgranchi_sicu_mon--326_2022_11_16_1_1_8.jpeg,"[0.7875, 0.14097222222222222, 0.078125, 0.0875]","[0.769921875, 0.24722222222222223, 0.05078125, 0.058333333333333334]","[0.8671875, 0.24722222222222223, 0.0390625, 0.05555555555555555]","[0.959765625, 0.2361111111111111, 0.02265625, 0.03333333333333333]","[0.7703125, 0.4798611111111111, 0.0640625, 0.09027777777777778]","[0.76640625, 0.5944444444444444, 0.04375, 0.08611111111111111]","[0.35234375, 0.3506944444444444, 0.665625, 0.09027777777777778]","[0.34921875, 0.5902777777777778, 0.634375, 0.075]","[0.35, 0.48541666666666666, 0.6421875, 0.09305555555555556]"
hcgranchi_sicu_mon--326_2022_11_12_23_30_21.jpeg,"[0.779296875, 0.17222222222222222, 0.06484375, 0.08888888888888889]","[0.7765625, 0.2847222222222222, 0.0546875, 0.06944444444444445]","[0.873046875, 0.2951388888888889, 0.04140625, 0.07083333333333333]","[0.96953125, 0.2861111111111111, 0.021875, 0.030555555555555555]","[0.784375, 0.5368055555555555, 0.0796875, 0.10138888888888889]","[0.766015625, 0.6493055555555556, 0.05703125, 0.10416666666666667]","[0.35703125, 0.375, 0.5921875, 0.10555555555555556]","[0.342578125, 0.625, 0.64609375, 0.07777777777777778]","[0.343359375, 0.5111111111111111, 0.64765625, 0.09444444444444444]"
hcgranchi_sicu_mon--326_2022_11_22_0_6_53.jpeg,"[0.69296875, 0.08263888888888889, 0.0640625, 0.08194444444444444]","[0.694140625, 0.1798611111111111, 0.05546875, 0.0625]","[0.784375, 0.17847222222222223, 0.04375, 0.059722222222222225]","[0.86953125, 0.16875, 0.028125, 0.04027777777777778]",,"[0.690625, 0.5020833333333333, 0.0484375, 0.08472222222222223]","[0.308203125, 0.2701388888888889, 0.58828125, 0.08472222222222223]","[0.3109375, 0.4986111111111111, 0.5953125, 0.06944444444444445]",
hcgranchi_sicu_mon--326_2022_11_10_23_0_31.jpeg,"[0.787109375, 0.1597222222222222, 0.06484375, 0.1]","[0.774609375, 0.27569444444444446, 0.04296875, 0.0625]","[0.88359375, 0.2743055555555556, 0.0453125, 0.07083333333333333]","[0.980859375, 0.27152777777777776, 0.02421875, 0.0375]","[0.796484375, 0.5291666666666667, 0.08203125, 0.10277777777777777]","[0.76328125, 0.6534722222222222, 0.0390625, 0.10138888888888889]","[0.364453125, 0.3784722222222222, 0.67109375, 0.11805555555555555]","[0.3578125, 0.6340277777777777, 0.6828125, 0.09583333333333334]","[0.348828125, 0.5222222222222223, 0.69609375, 0.09722222222222222]"
hcgranchi_sicu_mon--326_2022_11_22_14_1_29.jpeg,"[0.71640625, 0.11041666666666666, 0.065625, 0.08472222222222223]",,,"[0.8265625, 0.2125, 0.0453125, 0.05555555555555555]","[0.72421875, 0.43194444444444446, 0.065625, 0.08888888888888889]","[0.72109375, 0.5347222222222222, 0.0515625, 0.09166666666666666]","[0.319140625, 0.28402777777777777, 0.61796875, 0.10416666666666667]","[0.316796875, 0.5125, 0.61640625, 0.08611111111111111]","[0.3171875, 0.41458333333333336, 0.6140625, 0.09027777777777778]"
hcgranchi_sicu_mon--326_2022_11_22_4_1_44.jpeg,"[0.7265625, 0.11388888888888889, 0.065625, 0.08055555555555556]","[0.72421875, 0.20972222222222223, 0.05625, 0.058333333333333334]","[0.81328125, 0.2152777777777778, 0.0359375, 0.05555555555555555]","[0.911328125, 0.20555555555555555, 0.03515625, 0.041666666666666664]",,"[0.721875, 0.5416666666666666, 0.05625, 0.09166666666666666]","[0.321484375, 0.3013888888888889, 0.61796875, 0.1]","[0.322265625, 0.5270833333333333, 0.62265625, 0.09027777777777778]",
hcgranchi_sicu_mon--326_2022_11_13_20_0_43.jpeg,,"[0.780859375, 0.25555555555555554, 0.05859375, 0.06388888888888888]","[0.882421875, 0.2611111111111111, 0.04765625, 0.06666666666666667]","[0.979296875, 0.25625, 0.02578125, 0.04027777777777778]","[0.79140625, 0.5069444444444444, 0.0859375, 0.09444444444444444]","[0.774609375, 0.625, 0.07265625, 0.10277777777777777]","[0.3578125, 0.35, 0.66875, 0.1111111111111111]","[0.353125, 0.5972222222222222, 0.65625, 0.11388888888888889]","[0.352734375, 0.48333333333333334, 0.66015625, 0.10277777777777777]"
hcgranchi_sicu_mon--326_2022_11_12_17_0_20.jpeg,"[0.791015625, 0.16527777777777777, 0.06640625, 0.09444444444444444]",,,"[0.912109375, 0.2777777777777778, 0.05859375, 0.06666666666666667]","[0.7921875, 0.49930555555555556, 0.08125, 0.09583333333333334]","[0.77421875, 0.6111111111111112, 0.0515625, 0.08888888888888889]","[0.34765625, 0.35833333333333334, 0.6640625, 0.10833333333333334]","[0.340234375, 0.5875, 0.64765625, 0.08611111111111111]","[0.3375, 0.4875, 0.6578125, 0.10277777777777777]"
hcgranchi_sicu_mon--326_2022_11_22_11_30_58.jpeg,"[0.712890625, 0.08611111111111111, 0.06171875, 0.08333333333333333]","[0.709375, 0.18263888888888888, 0.053125, 0.059722222222222225]","[0.801171875, 0.18125, 0.04453125, 0.05416666666666667]","[0.887890625, 0.175, 0.02421875, 0.030555555555555555]","[0.723046875, 0.39652777777777776, 0.07734375, 0.08472222222222223]","[0.708984375, 0.5041666666666667, 0.05234375, 0.08888888888888889]","[0.308203125, 0.2791666666666667, 0.61640625, 0.075]","[0.315625, 0.4986111111111111, 0.615625, 0.06666666666666667]","[0.31484375, 0.41041666666666665, 0.621875, 0.08472222222222223]"
hcgranchi_sicu_mon--326_2022_11_15_9_0_31.jpeg,,"[0.762890625, 0.25972222222222224, 0.05546875, 0.06388888888888888]",,"[0.95390625, 0.24027777777777778, 0.03125, 0.044444444444444446]","[0.7765625, 0.5097222222222222, 0.08125, 0.09166666666666666]","[0.76171875, 0.6333333333333333, 0.05625, 0.09166666666666666]","[0.3453125, 0.3770833333333333, 0.6640625, 0.11805555555555555]","[0.348046875, 0.6395833333333333, 0.66328125, 0.08472222222222223]","[0.34765625, 0.5375, 0.6640625, 0.10277777777777777]"
hcgranchi_sicu_mon--326_2022_11_22_14_30_48.jpeg,"[0.715625, 0.10069444444444445, 0.05625, 0.09027777777777778]","[0.71484375, 0.20555555555555555, 0.0515625, 0.06944444444444445]","[0.807421875, 0.20416666666666666, 0.04453125, 0.06111111111111111]","[0.903125, 0.2, 0.028125, 0.03333333333333333]","[0.716015625, 0.43472222222222223, 0.05703125, 0.08888888888888889]","[0.719140625, 0.5368055555555555, 0.05078125, 0.08472222222222223]","[0.31328125, 0.2972222222222222, 0.6015625, 0.1]","[0.340234375, 0.5256944444444445, 0.54453125, 0.06805555555555555]","[0.314453125, 0.4340277777777778, 0.53671875, 0.07361111111111111]"
hcgranchi_sicu_mon--326_2022_11_14_23_0_25.jpeg,"[0.790234375, 0.14583333333333334, 0.07890625, 0.08888888888888889]","[0.7765625, 0.25, 0.0546875, 0.06666666666666667]","[0.869140625, 0.25416666666666665, 0.03984375, 0.058333333333333334]","[0.967578125, 0.2465277777777778, 0.03203125, 0.0375]","[0.785546875, 0.48333333333333334, 0.07890625, 0.08888888888888889]","[0.76875, 0.5930555555555556, 0.053125, 0.08888888888888889]","[0.344921875, 0.35625, 0.63515625, 0.12361111111111112]","[0.351171875, 0.5694444444444444, 0.62890625, 0.075]","[0.348828125, 0.47847222222222224, 0.61953125, 0.08194444444444444]"
